SubscriberID,FullName,Email,Region,Plan,SignupDate,RenewalDate,TenureDays,OnboardingScore,HasNegativeTicketPreRenewal,Cancelled,TotalOrders,TotalSpent,AvgOrderValue,NumSupportTickets,NumNegativeTickets,DaysBeforeRenewalLastNegativeTicket
S-11382,Zachary Miller,mendezlori@example.org,Midwest,Monthly Plus,2025-12-06,2026-09-04,287,84.6,False,False,8,401.05,50.13,1,1,
S-11383,Stephanie Holloway,lrodriguez@example.com,Midwest,Monthly Plus,2025-11-18,2026-09-19,305,73.9,False,False,9,476.66,52.96,0,0,
S-11384,Kelly Decker,dillon79@example.com,Northeast,Monthly Essentials,2026-05-30,2026-08-21,112,82.7,False,False,4,216.81,54.2,1,1,35.0
S-11385,Ricardo Robertson,sobrien@example.com,Northeast,Monthly Plus,2025-04-07,2026-08-21,530,97.5,True,False,17,840.15,49.42,3,2,55.0
S-11386,Samuel Ortega,wpatrick@example.net,West,Monthly Essentials,2024-11-13,2026-09-11,675,37.2,False,False,22,1152.7,52.4,4,1,
S-11387,Matthew Briggs,proman@example.com,Northeast,Monthly Essentials,2025-06-16,2026-09-11,460,31.0,False,False,15,796.33,53.09,2,1,50.0
S-11388,Christine Murray,benjaminbrown@example.org,West,Monthly Essentials,2025-08-31,2026-09-14,384,98.1,False,False,12,650.93,54.24,3,0,
S-11389,Zachary Martinez,campbellmarvin@example.com,Midwest,Monthly Essentials,2026-05-04,2026-08-29,138,68.0,False,True,2,108.37,54.18,0,0,
S-11390,Michelle Graham,spearselizabeth@example.net,Midwest,Monthly Essentials,2025-07-21,2026-09-17,425,43.8,False,False,13,656.3,50.48,3,0,
S-11391,Laurie Pineda,pauladouglas@example.com,South,Monthly Essentials,2026-06-21,2026-08-24,90,100.0,False,False,3,173.22,57.74,0,0,
S-11392,Corey Jones,randalllinda@example.com,Midwest,Quarterly Bundle,2025-07-30,2026-08-28,416,66.2,False,False,13,679.01,52.23,0,0,
S-11393,Jonathan Barrett,ubowers@example.com,Northeast,Monthly Essentials,2025-01-28,2026-08-23,599,68.8,False,False,18,956.61,53.14,5,0,
S-11394,Gabriel Levy,wbarrett@example.net,West,Monthly Plus,2026-04-09,2026-08-23,163,69.8,False,False,6,324.88,54.15,0,0,
S-11395,Catherine Booth,stephanieperry@example.com,Northeast,Monthly Essentials,2025-07-27,2026-09-18,419,84.6,False,False,14,750.83,53.63,4,1,
S-11396,Felicia Williams,johnmunoz@example.com,Midwest,Monthly Essentials,2025-12-21,2026-09-04,272,76.5,False,True,9,451.92,50.21,0,0,
S-11397,Michelle Butler,welchjennifer@example.net,South,Monthly Essentials,2026-03-09,2026-08-25,194,76.3,False,False,4,209.73,52.43,1,0,
S-11398,Aaron Webb,jasoncook@example.net,Northeast,Monthly Plus,2025-02-21,2026-08-27,575,41.8,True,False,20,1029.77,51.49,6,1,78.0
S-11399,Natasha Hill,lpreston@example.net,West,Monthly Plus,2025-11-16,2026-09-05,307,78.0,False,False,10,555.06,55.51,0,0,
S-11400,Christina Carrillo,gibsonjennifer@example.net,West,Monthly Plus,2025-08-06,2026-09-05,409,94.6,False,False,12,597.07,49.76,1,1,85.0
S-11401,Zachary Bryant,marvin69@example.net,South,Monthly Plus,2024-11-15,2026-09-05,673,48.7,False,False,20,1060.51,53.03,3,0,
S-11402,Amy Gallegos,mhickman@example.net,Northeast,Monthly Plus,2025-11-07,2026-08-26,316,93.6,False,False,9,473.2,52.58,2,0,
S-11403,Ethan Garza,pbaker@example.org,Midwest,Monthly Plus,2024-11-25,2026-09-01,663,73.1,False,False,21,996.69,47.46,1,0,
S-11404,Mary Riley,hbaker@example.org,West,Monthly Essentials,2025-02-25,2026-09-10,571,71.1,False,True,19,986.01,51.9,3,1,44.0
S-11405,Trevor Cole,dsmith@example.org,South,Quarterly Bundle,2025-10-01,2026-08-24,353,75.2,True,True,12,625.99,52.17,2,1,54.0
S-11406,Denise Olsen,usmith@example.net,Northeast,Monthly Plus,2024-12-02,2026-08-24,656,70.7,False,False,20,1055.73,52.79,8,2,87.0
S-11407,Patricia Alvarado,nzhang@example.net,West,Monthly Essentials,2025-04-28,2026-09-08,509,69.0,False,False,17,866.93,51.0,0,0,
S-11408,Donna Wilson,saraprice@example.net,Northeast,Quarterly Bundle,2024-11-28,2026-09-06,660,72.4,False,True,21,1105.22,52.63,3,0,
S-11409,Joshua Gonzalez,pmiller@example.org,Midwest,Monthly Essentials,2025-04-25,2026-08-23,512,79.6,False,False,17,839.45,49.38,5,1,
S-11410,Alicia Anderson,gary44@example.com,West,Monthly Plus,2025-08-28,2026-09-03,387,78.1,True,True,13,723.93,55.69,2,1,12.0
S-11411,Jeffery Daniel,connor44@example.net,Northeast,Monthly Plus,2025-12-09,2026-08-23,284,85.9,True,False,9,429.1,47.68,2,2,27.0
S-11412,Margaret Jones,morganfarrell@example.org,Northeast,Monthly Essentials,2025-11-29,2026-09-02,294,59.8,False,False,10,447.02,44.7,1,0,
S-11413,Andrea Townsend,tammy17@example.com,South,Monthly Essentials,2026-06-01,2026-09-16,110,43.4,True,True,1,34.66,34.66,2,1,41.0
S-11414,Ralph Chan,edixon@example.net,South,Monthly Plus,2025-12-26,2026-09-18,267,77.3,False,False,7,395.37,56.48,0,0,
S-11415,Rachel Kelly,gomezpaul@example.org,West,Monthly Essentials,2026-05-10,2026-09-15,132,29.9,False,True,3,178.09,59.36,0,0,
S-11416,Danielle Smith,gayfrancis@example.com,West,Quarterly Bundle,2025-02-23,2026-08-22,573,100.0,True,False,19,966.21,50.85,3,1,57.0
S-11417,Robert Nichols,writter@example.net,West,Monthly Essentials,2026-04-11,2026-09-17,161,41.5,False,False,6,316.79,52.8,0,0,
S-11418,Gerald Price,ggarcia@example.com,West,Monthly Plus,2025-05-15,2026-09-16,492,90.5,True,False,15,831.13,55.41,2,2,38.0
S-11419,Connor Walsh,cherryjulie@example.net,South,Monthly Essentials,2025-06-03,2026-09-11,473,61.3,False,False,15,818.04,54.54,5,1,
S-11420,Phyllis Grant,phughes@example.com,South,Monthly Essentials,2025-12-23,2026-09-08,270,59.4,False,False,10,543.06,54.31,3,0,
S-11421,Andrew Chavez,duncanandre@example.net,West,Monthly Essentials,2026-02-11,2026-09-09,220,65.1,True,True,7,373.36,53.34,1,1,82.0
S-11422,Mariah Perry,montesmichelle@example.org,West,Monthly Plus,2025-01-01,2026-08-24,626,74.8,False,False,21,1117.46,53.21,0,0,
S-11423,Brendan Meyer,watkinsthomas@example.net,West,Monthly Essentials,2025-08-03,2026-09-17,412,58.2,False,False,14,729.95,52.14,2,0,
S-11424,Molly Peterson DDS,hartmandanielle@example.org,West,Monthly Plus,2024-10-05,2026-08-30,714,83.9,True,False,23,1242.97,54.04,3,1,11.0
S-11425,Rodney Carter,brownkevin@example.org,Northeast,Monthly Plus,2024-11-29,2026-09-08,659,72.7,False,False,22,1134.4,51.56,2,1,
S-11426,Robyn Kidd,matthew61@example.net,Northeast,Monthly Plus,2026-06-03,2026-09-08,108,97.4,False,False,4,177.91,44.48,0,0,
S-11427,Jonathan Rodgers,sjohnson@example.com,South,Monthly Essentials,2026-01-05,2026-09-15,257,60.3,True,False,6,306.59,51.1,2,1,21.0
S-11428,Brandon Taylor,coxcody@example.com,Northeast,Monthly Plus,2025-09-10,2026-08-28,374,40.0,False,False,13,645.91,49.69,2,1,
S-11429,Emily Martinez,brandimiller@example.org,Midwest,Monthly Essentials,2025-09-02,2026-08-29,382,100.0,False,False,13,664.89,51.15,0,0,
S-11430,Ryan Pierce,cainana@example.net,Northeast,Monthly Essentials,2025-10-26,2026-09-17,328,40.8,False,True,8,470.11,58.76,1,1,
S-11431,Kimberly Escobar,craig60@example.com,Midwest,Monthly Essentials,2025-06-28,2026-09-07,448,61.0,True,False,13,621.03,47.77,6,2,81.0
S-11432,Jennifer Barrett,joyce21@example.org,Northeast,Monthly Plus,2025-02-19,2026-09-18,577,79.0,False,False,18,908.48,50.47,1,1,
S-11433,Leah Rodriguez,zwilliams@example.com,South,Monthly Essentials,2025-01-16,2026-09-13,611,100.0,False,True,20,1018.48,50.92,0,0,
S-11434,Brian Moore,christopherjackson@example.net,Midwest,Monthly Essentials,2025-03-04,2026-09-04,564,93.8,False,False,16,866.96,54.18,2,1,
S-11435,Mercedes Garcia,ruizjessica@example.org,Northeast,Monthly Plus,2025-06-12,2026-09-05,464,100.0,False,False,14,751.14,53.65,2,1,
S-11436,Tyler Shields,veronicasmith@example.net,West,Monthly Essentials,2025-10-27,2026-09-12,327,62.2,True,True,11,596.5,54.23,4,2,23.0
S-11437,Laura Blair,travisyoung@example.com,South,Monthly Essentials,2025-07-16,2026-09-03,430,93.2,True,True,14,789.16,56.37,2,1,17.0
S-11438,Michael Lee,max69@example.com,South,Monthly Essentials,2024-11-05,2026-09-14,683,59.1,False,False,23,1187.45,51.63,3,1,
S-11439,Donna Wright,mannjonathan@example.net,Midwest,Monthly Essentials,2025-01-28,2026-09-10,599,49.6,False,False,20,1020.1,51.0,3,0,
S-11440,Dr. Jared Lee III,barbaraolsen@example.net,Midwest,Monthly Essentials,2026-01-22,2026-09-12,240,92.1,True,False,8,449.42,56.18,2,2,83.0
S-11441,Michael Anderson,halljohn@example.org,West,Monthly Essentials,2025-01-24,2026-08-21,603,85.2,False,True,20,1023.78,51.19,3,2,
S-11442,Melinda Anderson,joshuarodriguez@example.org,South,Monthly Essentials,2026-05-06,2026-08-31,136,88.9,False,False,5,253.52,50.7,1,1,48.0
S-11443,Michelle Greer,gutierrezmatthew@example.com,West,Monthly Essentials,2026-04-10,2026-09-10,162,68.5,False,False,6,332.42,55.4,2,0,
S-11444,Nathaniel Floyd,mark66@example.net,Northeast,Monthly Essentials,2026-04-25,2026-09-06,147,77.6,False,False,5,273.08,54.62,0,0,
S-11445,Denise Alvarado,jamiegomez@example.net,South,Monthly Essentials,2024-10-17,2026-09-15,702,73.7,False,False,23,1204.16,52.35,2,0,
S-11446,Mary Burns,samuel40@example.com,South,Monthly Essentials,2026-07-22,2026-08-28,59,100.0,False,False,1,39.73,39.73,0,0,
S-11447,Antonio Small,goodmanalice@example.org,Northeast,Monthly Essentials,2024-09-20,2026-09-09,729,74.7,False,False,23,1173.73,51.03,3,0,
S-11448,Stanley Taylor,gregory07@example.net,Northeast,Monthly Essentials,2025-02-19,2026-09-05,577,65.5,False,False,18,945.72,52.54,1,0,
S-11449,Jesse Turner,shannonbarker@example.com,Midwest,Monthly Essentials,2026-07-04,2026-09-04,77,62.2,False,False,1,47.81,47.81,0,0,
S-11450,Tracey Nelson,iwalker@example.org,Midwest,Quarterly Bundle,2025-02-13,2026-09-14,583,60.4,False,False,20,1017.25,50.86,2,0,
S-11451,Maria Cruz,danielgriffith@example.net,Northeast,Monthly Plus,2025-02-12,2026-09-02,584,81.3,True,False,18,955.45,53.08,4,1,2.0
S-11452,Brett Atkins,julie01@example.net,West,Monthly Plus,2025-12-09,2026-09-10,284,58.9,True,False,9,467.73,51.97,3,1,26.0
S-11453,Ashley Roach,lisa89@example.net,Northeast,Monthly Essentials,2026-05-11,2026-09-16,131,84.7,False,False,5,291.74,58.35,0,0,
S-11454,Kendra White,amadden@example.org,Midwest,Monthly Plus,2024-09-30,2026-08-26,719,50.0,False,False,24,1266.01,52.75,1,0,
S-11455,Erin Norris,abradley@example.com,Midwest,Quarterly Bundle,2025-01-07,2026-09-03,620,38.2,False,False,18,827.43,45.97,3,1,
S-11456,Brian Torres,zking@example.com,Northeast,Monthly Plus,2025-12-07,2026-09-10,286,83.5,False,False,9,411.84,45.76,1,0,
S-11457,Lori Santiago,cody79@example.org,South,Monthly Essentials,2025-05-24,2026-09-04,483,85.3,False,False,16,847.51,52.97,2,1,
S-11458,Erika Hodge,thomas38@example.com,Northeast,Monthly Plus,2025-09-08,2026-09-13,376,86.2,False,False,12,613.34,51.11,1,0,
S-11459,Jeffrey Hart DDS,cunninghamderrick@example.com,Northeast,Quarterly Bundle,2025-01-14,2026-08-21,613,81.2,False,True,20,1041.37,52.07,3,0,
S-11460,Christine Gutierrez,garciaveronica@example.net,Midwest,Monthly Essentials,2026-02-05,2026-09-19,226,46.3,False,False,8,402.42,50.3,2,0,
S-11461,Chad Rojas,nathanjohnson@example.org,West,Monthly Essentials,2026-05-13,2026-08-31,129,43.1,False,False,2,89.47,44.74,3,0,
S-11462,Jennifer Esparza,forozco@example.com,Midwest,Monthly Essentials,2026-07-18,2026-09-15,63,69.9,False,False,1,48.34,48.34,0,0,
S-11463,Lisa Davis,kylie83@example.org,Midwest,Monthly Essentials,2025-09-28,2026-09-02,356,79.4,False,False,10,530.14,53.01,2,0,
S-11464,Donald Jackson,howetracy@example.org,South,Monthly Essentials,2025-12-20,2026-09-02,273,75.4,False,True,9,462.42,51.38,1,0,
S-11465,Stacy Garcia,sandyramirez@example.com,Northeast,Monthly Plus,2026-08-12,2026-09-08,38,69.7,False,False,1,56.43,56.43,0,0,
S-11466,Taylor Mullins,anthonydavis@example.net,Northeast,Monthly Essentials,2025-02-28,2026-08-26,568,70.0,False,False,18,866.53,48.14,3,1,
S-11467,Mary Lee,jimwilliams@example.org,West,Quarterly Bundle,2025-05-10,2026-09-02,497,70.5,True,False,16,814.33,50.9,5,1,50.0
S-11468,Daniel Anderson,cbrown@example.org,Midwest,Monthly Essentials,2024-11-14,2026-09-14,674,70.4,False,False,23,1174.47,51.06,4,1,
S-11469,Amanda Swanson,michaelsherman@example.com,West,Monthly Plus,2026-06-19,2026-08-23,92,58.3,False,False,4,261.48,65.37,0,0,
S-11470,Jessica Watts,thomassmith@example.com,West,Monthly Essentials,2026-03-03,2026-09-13,200,63.5,False,False,6,324.72,54.12,0,0,
S-11471,Christopher Cameron,wrodriguez@example.org,Northeast,Quarterly Bundle,2026-06-11,2026-09-08,100,61.3,False,False,4,198.76,49.69,0,0,
S-11472,Christian Rodriguez,hollymartin@example.net,Midwest,Monthly Essentials,2026-06-21,2026-09-05,90,87.7,True,False,1,44.82,44.82,1,1,20.0
S-11473,Kristen Byrd,olivia29@example.net,Midwest,Monthly Plus,2024-12-20,2026-09-10,638,89.8,False,False,22,1179.86,53.63,6,2,
S-11474,Cindy Cole,cherylnorton@example.com,Midwest,Monthly Essentials,2025-09-14,2026-09-02,370,88.4,False,False,13,585.78,45.06,3,1,9.0
S-11475,Larry Howe,gonzalezkenneth@example.net,West,Monthly Plus,2025-01-01,2026-08-26,626,100.0,False,False,21,1064.53,50.69,1,1,
S-11476,Brandon Perkins,rachelhall@example.net,Northeast,Monthly Plus,2025-09-23,2026-09-08,361,74.0,False,False,10,520.32,52.03,3,1,
S-11477,Shannon Castro,lblankenship@example.net,South,Monthly Essentials,2025-08-17,2026-09-08,398,40.4,False,False,14,706.99,50.5,1,0,
S-11478,Brandy Holmes,laurenallen@example.org,West,Monthly Plus,2025-03-11,2026-08-30,557,50.1,True,True,19,996.45,52.44,3,1,44.0
S-11479,Lisa Wilkerson,ambermiller@example.net,Northeast,Monthly Essentials,2025-06-01,2026-09-17,475,43.5,False,False,16,761.35,47.58,2,0,
S-11480,Debbie Rivera,mariawilliams@example.com,Northeast,Monthly Plus,2025-01-29,2026-09-04,598,80.9,False,False,19,1030.55,54.24,2,1,62.0
S-11481,Christine Pratt,hollydavis@example.org,Northeast,Quarterly Bundle,2024-12-29,2026-08-31,629,84.9,False,False,19,995.26,52.38,2,0,
S-11482,Andrea Le,rojasmarc@example.org,West,Monthly Plus,2024-12-04,2026-09-10,654,62.7,True,True,19,1002.63,52.77,2,1,28.0
S-11483,Wendy Morgan,cannonkimberly@example.net,Northeast,Monthly Essentials,2025-05-02,2026-08-31,505,62.5,False,False,17,933.4,54.91,2,1,
S-11484,Shari Sharp,morriskatherine@example.net,Northeast,Monthly Essentials,2025-02-12,2026-09-17,584,77.7,False,False,18,854.66,47.48,1,0,
S-11485,Angela Lee,gonzalespatricia@example.net,South,Monthly Plus,2025-10-16,2026-09-02,338,82.4,False,True,12,603.19,50.27,2,0,
S-11486,Richard Goodman,ballvanessa@example.com,West,Monthly Essentials,2026-07-06,2026-09-01,75,88.4,False,False,2,91.75,45.88,0,0,
S-11487,Brian Rocha,karen42@example.org,West,Monthly Plus,2025-02-13,2026-08-24,583,58.5,True,False,18,979.25,54.4,4,2,85.0
S-11488,Brittany Barnett,hmitchell@example.org,Northeast,Monthly Essentials,2026-06-24,2026-09-02,87,72.4,False,False,1,30.65,30.65,0,0,
S-11489,Roger Roberts,edwardstaylor@example.net,South,Monthly Essentials,2025-11-01,2026-08-23,322,63.0,True,False,10,479.02,47.9,2,1,10.0
S-11490,Alexander Greene,stanleynina@example.com,South,Monthly Essentials,2024-10-16,2026-08-21,703,81.7,False,False,24,1238.62,51.61,0,0,
S-11491,Glenn Ward,alyssa66@example.net,South,Monthly Essentials,2024-11-07,2026-09-06,681,44.8,False,False,22,1129.03,51.32,1,0,
S-11492,Jason Salinas,vickiwood@example.org,Northeast,Monthly Essentials,2026-08-07,2026-09-19,43,78.6,True,True,2,94.29,47.14,1,1,37.0
S-11493,Roberto Glover,jblair@example.net,South,Monthly Plus,2026-02-10,2026-09-10,221,100.0,False,False,7,338.0,48.29,0,0,
S-11494,John Russell,robertchase@example.net,South,Monthly Essentials,2026-08-16,2026-09-15,34,63.7,False,False,2,81.47,40.74,0,0,
S-11495,Henry Lutz,davidbrown@example.org,West,Monthly Essentials,2026-03-31,2026-09-10,172,53.2,False,False,4,214.63,53.66,1,0,
S-11496,Sharon King,zamorarose@example.net,Midwest,Monthly Plus,2025-04-23,2026-08-28,514,49.7,False,False,16,861.88,53.87,3,1,
S-11497,Mario Green,amywells@example.org,Midwest,Monthly Essentials,2025-12-15,2026-08-22,278,65.8,False,False,8,444.03,55.5,0,0,
S-11498,Jamie Gallagher,rossjohn@example.net,Northeast,Quarterly Bundle,2025-02-17,2026-08-31,579,67.7,True,False,17,831.3,48.9,4,1,45.0
S-11499,Michael Montgomery,jessica89@example.net,West,Monthly Essentials,2025-06-19,2026-09-12,457,65.6,True,False,16,819.09,51.19,4,3,5.0
S-11500,Monica Russell,andrewsuarez@example.net,South,Quarterly Bundle,2026-05-30,2026-09-03,112,88.0,True,True,2,88.28,44.14,1,1,57.0
S-11501,Nathan Kirk,tlewis@example.com,West,Quarterly Bundle,2026-08-05,2026-09-09,45,90.3,False,False,2,92.69,46.34,0,0,
S-11502,Shane Short,sonia62@example.com,Midwest,Quarterly Bundle,2026-01-13,2026-08-26,249,80.2,False,False,7,338.91,48.42,1,1,
S-11503,Jacqueline Roberts,lopezkristina@example.net,Midwest,Monthly Essentials,2025-08-17,2026-08-27,398,55.7,False,False,14,756.13,54.01,1,0,
S-11504,Gina Vega,james01@example.com,South,Monthly Essentials,2025-09-23,2026-09-07,361,99.4,False,False,12,628.75,52.4,1,0,
S-11505,Jason Ramirez,william88@example.org,West,Monthly Essentials,2025-03-26,2026-09-04,542,61.8,False,False,18,910.29,50.57,2,0,
S-11506,Monica Richardson,mariahill@example.net,Northeast,Monthly Essentials,2025-04-23,2026-09-16,514,62.2,True,False,18,975.39,54.19,3,2,17.0
S-11507,Julie Decker,nunezmatthew@example.com,South,Monthly Essentials,2025-09-06,2026-08-23,378,81.7,True,False,13,673.49,51.81,3,1,26.0
S-11508,Amy Farrell,jamesrobinson@example.com,South,Monthly Essentials,2026-04-03,2026-09-01,169,100.0,True,False,6,316.53,52.76,2,1,35.0
S-11509,Joseph Matthews,fosterjeffrey@example.org,West,Monthly Essentials,2025-10-06,2026-09-08,348,71.3,True,True,11,596.04,54.19,2,1,33.0
S-11510,Ann Dawson,ufox@example.org,South,Monthly Plus,2026-07-10,2026-09-06,71,83.2,False,False,1,57.03,57.03,0,0,
S-11511,Lisa Gonzalez,mccoyjames@example.org,West,Quarterly Bundle,2024-10-26,2026-09-16,693,52.5,True,True,21,1193.5,56.83,3,1,81.0
S-11512,Mathew Key,khanmelissa@example.net,South,Monthly Essentials,2024-11-27,2026-09-08,661,32.0,False,False,22,1150.65,52.3,1,0,
S-11513,Bradley Brady,uchang@example.com,Midwest,Monthly Essentials,2025-12-11,2026-08-22,282,50.7,False,False,10,565.29,56.53,0,0,
S-11514,Tyler Garrison,smithjack@example.org,West,Monthly Plus,2024-11-29,2026-09-05,659,71.7,False,False,19,1033.63,54.4,2,1,
S-11515,Alyssa Rodriguez PhD,dunnmary@example.net,West,Monthly Essentials,2025-07-30,2026-09-05,416,70.9,False,False,14,706.56,50.47,2,2,26.0
S-11516,Dana Bennett,fwalsh@example.com,Northeast,Quarterly Bundle,2025-07-28,2026-09-18,418,45.7,False,False,13,694.28,53.41,2,0,
S-11517,Samantha Carlson,nrangel@example.net,South,Monthly Essentials,2025-11-29,2026-09-12,294,67.0,False,False,9,480.09,53.34,1,1,
S-11518,Jacob Conner,normajones@example.net,West,Monthly Essentials,2026-01-22,2026-08-30,240,91.1,False,False,7,341.49,48.78,3,1,24.0
S-11519,Bryce Fox,daniel43@example.org,Northeast,Monthly Plus,2025-03-21,2026-09-06,547,62.9,True,False,19,957.72,50.41,2,1,51.0
S-11520,John Massey,katherinerussell@example.org,South,Quarterly Bundle,2025-04-15,2026-08-25,522,59.1,False,False,18,968.16,53.79,3,2,
S-11521,Brooke Lewis,charleshayes@example.com,West,Monthly Plus,2026-02-08,2026-09-17,223,94.6,False,False,6,342.95,57.16,0,0,
S-11522,Billy Scott,dominguezmeredith@example.com,Northeast,Monthly Plus,2026-06-13,2026-08-22,98,85.6,False,False,1,46.1,46.1,1,0,
S-11523,Joshua Shepard,gallegoscrystal@example.com,South,Monthly Plus,2026-04-05,2026-09-06,167,72.7,True,False,6,291.09,48.51,5,2,69.0
S-11524,Timothy Patterson,stonecody@example.net,South,Quarterly Bundle,2026-06-18,2026-09-15,93,53.8,False,False,1,80.76,80.76,1,0,
S-11525,Richard Smith,acevedonancy@example.org,South,Monthly Plus,2025-05-25,2026-09-06,482,54.6,False,False,17,873.27,51.37,3,0,
S-11526,Christina Myers,meyerskathryn@example.com,Northeast,Monthly Essentials,2024-11-03,2026-09-14,685,56.6,False,False,21,1124.38,53.54,3,3,7.0
S-11527,Jesus Flores,corythompson@example.org,Midwest,Monthly Essentials,2026-05-01,2026-08-25,141,70.3,False,False,5,266.98,53.4,2,0,
S-11528,Gilbert Williams,lhicks@example.com,South,Monthly Essentials,2026-05-01,2026-09-14,141,67.5,False,False,2,104.92,52.46,1,0,
S-11529,Karina Boone,phines@example.org,Midwest,Monthly Essentials,2025-03-10,2026-09-18,558,58.2,False,False,18,957.42,53.19,0,0,
S-11530,Victoria Guerra,kara01@example.org,West,Quarterly Bundle,2025-03-27,2026-09-17,541,77.5,False,False,16,770.02,48.13,1,0,
S-11531,Julian Leon,vdeleon@example.com,South,Monthly Plus,2025-09-14,2026-09-16,370,51.3,False,False,11,622.71,56.61,3,1,
S-11532,Scott Durham,ricklewis@example.net,Northeast,Monthly Essentials,2025-06-25,2026-09-13,451,81.2,True,False,16,876.38,54.77,4,1,50.0
S-11533,Nathaniel Brown,shannon09@example.org,Northeast,Monthly Essentials,2026-07-17,2026-09-15,64,78.1,False,False,2,85.62,42.81,0,0,
S-11534,Wendy Carpenter,prattjustin@example.org,Midwest,Monthly Plus,2024-11-12,2026-08-23,676,68.2,False,False,23,1246.43,54.19,6,1,
S-11535,Michelle Chavez,brandi26@example.net,West,Quarterly Bundle,2026-08-18,2026-09-14,32,82.1,False,False,1,45.41,45.41,0,0,
S-11536,Loretta Garrett,qkane@example.com,West,Monthly Plus,2025-08-10,2026-09-07,405,51.1,True,False,13,726.69,55.9,3,1,83.0
S-11537,Maria Malone,hdavis@example.com,Midwest,Monthly Essentials,2026-07-13,2026-08-25,68,57.6,True,False,1,54.22,54.22,1,1,38.0
S-11538,Richard Riley,dylancunningham@example.com,Midwest,Quarterly Bundle,2026-05-22,2026-09-11,120,74.9,False,False,4,259.88,64.97,0,0,
S-11539,Jonathan Collins,stephaniezamora@example.org,South,Monthly Essentials,2026-01-30,2026-08-29,232,63.6,False,False,7,369.52,52.79,1,0,
S-11540,Richard Weiss,kimberly66@example.net,Midwest,Monthly Essentials,2024-10-15,2026-09-10,704,49.9,False,False,24,1301.33,54.22,3,0,
S-11541,Teresa Russell,branchthomas@example.com,West,Monthly Essentials,2025-12-12,2026-09-09,281,47.7,True,True,8,423.35,52.92,1,1,74.0
S-11542,Joyce Butler,maygordon@example.org,South,Monthly Plus,2026-07-15,2026-08-22,66,74.4,False,False,3,156.28,52.09,0,0,
S-11543,Tommy Ramsey,markbates@example.com,Northeast,Monthly Essentials,2026-06-03,2026-09-16,108,66.7,False,False,3,197.25,65.75,1,1,
S-11544,Stephanie Meyer,hufftina@example.org,West,Monthly Essentials,2025-02-23,2026-08-21,573,62.1,False,True,17,843.67,49.63,4,0,
S-11545,Toni Clay,jarvisrachel@example.net,West,Monthly Plus,2025-04-04,2026-09-18,533,61.1,False,False,18,907.84,50.44,1,0,
S-11546,Gloria Dunn,richardhines@example.net,South,Quarterly Bundle,2024-10-09,2026-09-12,710,52.5,True,False,22,1202.16,54.64,2,1,73.0
S-11547,Jessica Adams,wberry@example.com,South,Quarterly Bundle,2026-06-17,2026-09-03,94,82.4,False,False,1,58.37,58.37,0,0,
S-11548,Tammy Robinson,gstokes@example.net,West,Monthly Plus,2025-05-28,2026-09-10,479,100.0,False,False,14,705.33,50.38,3,0,
S-11549,Sonya Miranda,ashley14@example.org,Midwest,Quarterly Bundle,2025-04-07,2026-08-28,530,79.6,False,True,17,892.33,52.49,3,1,1.0
S-11550,Jennifer Hernandez,melissa40@example.org,West,Monthly Plus,2024-11-20,2026-08-27,668,96.9,False,True,23,1238.72,53.86,4,1,49.0
S-11551,Carly Goodwin,smithmelissa@example.com,South,Monthly Essentials,2025-12-06,2026-09-05,287,70.2,False,False,10,530.02,53.0,0,0,
S-11552,Susan Price,wilsontina@example.com,West,Monthly Essentials,2025-10-02,2026-09-19,352,59.2,False,False,12,670.1,55.84,2,1,
S-11553,Angela Barnett,madison00@example.org,West,Quarterly Bundle,2026-07-12,2026-08-30,69,91.7,False,False,1,57.45,57.45,0,0,
S-11554,Anthony Wong,cartercatherine@example.net,South,Monthly Essentials,2026-04-06,2026-09-14,166,70.0,True,True,4,226.76,56.69,1,1,64.0
S-11555,Jesse Ayala,monicaavery@example.net,Northeast,Monthly Plus,2026-06-16,2026-09-01,95,73.4,True,False,3,171.58,57.19,2,1,10.0
S-11556,Charles Blair,dananelson@example.com,Midwest,Monthly Essentials,2025-04-27,2026-08-24,510,71.2,False,False,15,749.27,49.95,7,3,58.0
S-11557,Kyle Myers,kleinshane@example.org,Midwest,Monthly Plus,2026-05-19,2026-08-23,123,94.1,False,False,4,218.42,54.6,0,0,
S-11558,Pamela Jenkins,caitlyncooper@example.net,Midwest,Monthly Plus,2026-03-16,2026-09-02,187,74.8,False,False,7,377.36,53.91,0,0,
S-11559,Nichole Vasquez,dlivingston@example.org,Midwest,Monthly Plus,2026-04-19,2026-09-11,153,92.4,True,False,5,287.65,57.53,1,1,14.0
S-11560,Tara Jones,andrew88@example.com,Midwest,Monthly Essentials,2025-10-19,2026-09-15,335,70.7,True,False,11,555.86,50.53,4,2,12.0
S-11561,Cory Harris,christopheranderson@example.com,Midwest,Monthly Essentials,2026-06-24,2026-09-19,87,80.2,True,False,3,147.4,49.13,2,1,44.0
S-11562,Timothy Harris,irodriguez@example.org,Midwest,Monthly Essentials,2024-12-10,2026-09-14,648,70.6,False,False,21,1113.54,53.03,3,0,
S-11563,Daniel Ferrell,erikamiller@example.org,Midwest,Monthly Essentials,2025-04-07,2026-09-01,530,76.4,True,False,18,883.86,49.1,1,1,77.0
