emp_id,full_name,department,job_role,hire_date,term_date,monthly_income,age,gender,tenure_years,environment_satisfaction,job_involvement,job_satisfaction,relationship_satisfaction,work_life_balance
E-1071,Yusuf Haddad,Eng.,Software Engineer,19/08/2026,2026/09/25,-1,29,Male,0.1,3,2,3,medium,2
E-2224,ZOE Diallo,Sales,Account Executive,2017-02-18,NULL,"$6,380",54,Male,9.6,2,3,high,2,2
E-1155,WEI Farah,Engineering ,Software Engineer,2018-07-07,,6860,23,Female,8.22,3,3,3,3,3
E-1340,Miguel Lindgren,Eng.,QA Analyst,11 Feb 2022,2026/09/25,5613,33,Male,4.62,2,3,3,3,2
E-1132,GRACE Lindgren,engineering,Software Engineer,2018/07/29,N/A,"6,444.00",29,Female,8.16,3,2,3,2,2
E-1255,Hana Kim,engineering,Software Engineer,2014/06/15,,"7,659.00",31,Female,12.28,3,3,3,2,2
E-1661,JOHN Duarte,Eng.,Data Engineer,2021-11-15,,6901,36,Male,4.86,3,3,3,3,3
E-1623,Fatima Andersson,Engineering ,Data Engineer,2020-02-29,NULL,7670,36,Male,6.57,3,3,n/a,2,3
E-2458,Lucas Novak,Sal3s,Sales Manager,28/12/2016,,"$5,920",50,Female,9.74,medium,3,3,3,3
E-1595,Aisha Farah,Eng.,Data Engineer,14/09/2026,2026/09/25,5484,38,Female,0.03,3,2,2,3,3
E-1156,IVAN Silva,Eng.,Software Engineer,11 Jun 2024,NULL,7584,51,Female,2.29,2,3,3,medium,3
E-1615,QUINN Diallo,engineering,Data Engineer,2014/03/30,N/A,7218,61,Male,12.49,high,2,3,3,3
E-2028,NINA Garcia,Sal3s,Account Executive,16 May 2020,25/09/2026,4901,35,Female,6.36,3,3,2,3,3
E-1454,Petra Duarte,engineering,QA Analyst,2019-10-06,,5700,40,Female,6.97,3,3,2,3,2
E-2074,MEI Popescu,Sales,Account Executive,2026-06-26,25 Sep 2026,5137,41,Female,0.25,n/a,2,3,3,3
E-1761,  okafor SILVA ,Engineering ,Support Engineer,29 Feb 2020,,"7,214.00",37,Male,6.57,3,3,2,2,3
E-1696,John Kim,Eng.,Data Engineer,03/09/2020,NULL,6868,48,Male,6.06,3,3,3,2,3
E-2130,  tomas NAIR ,Sales,Account Executive,2024/07/21,N/A,6343,37,Female,2.18,3,3,3,3,3
E-2366,Noah Silva,sales ,Sales Development Rep,20/01/2024,25/09/2026,-1,48,Male,2.68,3,2,3,2,3
E-2469,John Santos,sales ,Sales Manager,2025-12-10,,-1,28,Female,0.79,3,3,2,2,3
E-1928,OSCAR O'Brien,Eng.,Engineering Lead,2021/11/29,N/A,7643,44,Male,4.82,3,3,2,3,high
E-1773,Maria Okafor,engineering,Support Engineer,2024-08-04,,6967,22,Male,2.14,3,3,3,2,3
E-2057,Nina O'Brien,Sales,Account Executive,3 Dec 2025,25/09/2026,"$4,918",36,Male,0.81,3,3,2,0,high
E-2355,James Nair,Sal3s,Sales Development Rep,9 May 2022,2026/09/25,"$6,018",24,Female,4.38,3,2,2,2,2
E-1165,Igor Wei,engineering,Software Engineer,2019/10/21,,"7,306.00",47,Male,6.93,n/a,3,high,2,3
E-2440,PRIYA Nakamura,Sales,Sales Development Rep,2026-02-18,NULL,"$6,322",34,Female,0.6,2,3,2,2,3
E-2206,Mei Haddad,sales ,Account Executive,2020-04-13,NULL,"6,024.00",60,Male,6.45,3,3,2,3,3
E-1911,Julia Kowalski,Engineering ,Engineering Lead,2014/08/16,N/A,5955,28,Male,12.11,3,n/a,3,high,3
E-1337,Miguel Diallo,Engineering ,Software Engineer,16 Aug 2022,N/A,7668,57,Female,4.11,3,3,3,3,3
E-2018,Sven Smith,Engineering ,Engineering Manager,2023-11-23,N/A,"$6,096",42,Male,2.84,3,3,3,3,n/a
E-1891,Noah Weber,engineering,Engineering Lead,2024-04-06,NULL,5783,35,Male,2.47,3,3,3,3,3
E-1293,Kenji Chen,Engineering ,Software Engineer,21/07/2020,,"6,443.00",44,Female,6.18,2,2,3,3,3
E-1269,Li Diallo,engineering,Software Engineer,2022/04/10,NULL,"$6,762",59,Male,4.46,3,3,5,3,2
E-1147,Okafor Kowalski,engineering,Software Engineer,27 Jan 2026,NULL,7791,39,Male,0.66,2,2,3,2,3
E-1410,KENJI Rossi,Eng.,QA Analyst,2020-09-10,N/A,-1,38,Male,6.04,high,2,3,high,2
E-2337,MEI Diallo,sales ,Account Executive,2024-03-19,,6576,39,Female,2.52,3,n/a,5,3,3
E-1566,Yusuf Haddad,engineering,QA Analyst,2019-12-18,,6445,35,Male,6.77,3,3,2,2,2
E-2008,  carlos KAUR ,Engineering ,Engineering Manager,11/12/2019,NULL,6645,41,Male,6.79,n/a,3,3,2,3
E-1368,Tomas Nair,Engineering ,QA Analyst,16 Aug 2022,25 Sep 2026,5464,43,Male,4.11,3,3,n/a,3,3
E-1034,MARIA Rossi,HR,HR Partner,6 Apr 2017,N/A,5182,40,Male,9.47,3,3,2,3,n/a
E-2265,  nadia SILVA ,Sal3s,Account Executive,2022/05/06,NULL,5943,46,Male,4.39,high,3,3,3,high
E-2267,Umar Duarte,Sal3s,Account Executive,2012/12/21,NULL,"$6,651",59,Female,13.76,3,2,high,2,2
E-2187,Ivan Haddad,sales ,Account Executive,23 Mar 2015,N/A,6917,47,Male,11.51,3,high,3,2,3
E-1018,  lucas ANDERSSON ,HR,HR Partner,5 May 2024,,-1,31,Female,2.39,2,3,2,3,3
E-1941,MIGUEL Rossi,Eng.,Engineering Lead,28 Oct 2025,N/A,7790,41,Male,0.91,3,3,3,2,3
E-1896,Oscar Weber,engineering,Engineering Lead,2019-12-15,NULL,7762,36,Female,6.78,high,3,3,high,3
E-2310,Petra Santos,Sal3s,Account Executive,3 Jun 2024,,6218,39,Male,2.31,3,3,2,3,3
E-1122,Wei Lindgren,Engineering ,Software Engineer,2012-07-10,,"5,944.00",42,Male,14.21,n/a,high,3,3,3
E-1087,  vera OKAFOR ,Eng.,Software Engineer,22/02/2024,2026/09/25,5993,51,Female,2.59,3,3,3,3,3
E-1688,  lucas DIALLO ,Engineering ,Data Engineer,2026/03/26,,5771,48,Female,0.5,3,high,3,2,3
E-1406,Okafor Chen,engineering,QA Analyst,2020-08-04,,7720,46,Male,6.14,5,0,3,3,2
E-2188,PAUL Silva,sales ,Account Executive,2023-12-22,,-1,33,Male,2.76,2,2,3,3,3
E-1137,Noah Duarte,engineering,Software Engineer,25/06/2017,,"$6,996",44,Male,9.25,3,3,3,3,3
E-2492,  nina FARAH ,sales ,Sales Manager,2018/01/31,,5446,28,Female,8.65,3,3,2,0,3
E-1258,  li O'BRIEN ,Engineering ,Software Engineer,23 Aug 2022,N/A,"$7,189",33,Male,4.09,2,3,3,2,2
E-1653,Okafor Diallo,Eng.,Data Engineer,2020-08-12,N/A,"$6,986",41,Male,6.12,n/a,3,5,3,3
E-2107,  aisha GARCIA ,Sales,Account Executive,2020-08-19,N/A,6048,31,Male,6.1,3,3,3,2,3
E-1146,Aisha Nair,Eng.,Software Engineer,2019-12-07,,7383,40,Female,6.8,3,3,3,2,2
E-1349,  tomas NAKAMURA ,engineering,QA Analyst,20 May 2026,25 Sep 2026,"$5,346",32,Male,0.35,2,3,2,2,2
E-1491,Aisha Wei,Engineering ,QA Analyst,11/12/2023,NULL,6827,37,Male,2.79,3,3,2,2,2
E-2134,  maria DIALLO ,sales ,Account Executive,2024/07/17,NULL,"$6,236",40,Female,2.19,3,2,2,2,3
E-1634,Nina Kaur,Eng.,Data Engineer,2025-12-18,,6963,30,Female,0.77,3,3,3,3,3
E-1514,Rosa Nakamura,Eng.,QA Analyst,2021-12-07,N/A,"6,797.00",43,Female,4.8,2,3,2,2,3
E-2034,Priya Farah,sales ,Account Executive,22 Jun 2022,2026/09/25,5385,27,Male,4.26,2,3,2,2,3
E-2109,DAVID Wei,sales ,Account Executive,27 May 2022,,6061,48,Male,4.33,3,2,3,3,high
E-2309,Talia Osei,Sales,Account Executive,2017-07-10,NULL,"$6,850",49,Male,9.21,3,3,3,3,2
E-1267,  maria ANDERSSON ,engineering,Software Engineer,09/08/2022,N/A,7023,49,Male,4.13,2,2,3,3,3
E-2484,ZOE Weber,Sal3s,Sales Manager,2019/11/23,NULL,"6,134.00",44,Male,6.84,3,2,2,3,2
E-1510,SVEN Garcia,engineering,QA Analyst,15/03/2024,NULL,"5,997.00",18,Male,2.53,2,3,2,3,3
E-1496,JULIA Weber,Eng.,QA Analyst,03/12/2009,,6955,40,Female,16.81,0,2,3,3,3
E-2465,MIGUEL Farah,Sales,Sales Manager,2020/05/16,N/A,6755,47,Male,6.36,3,n/a,3,3,3
E-1728,Sven Kim,Engineering ,Data Engineer,2022-05-06,,-1,30,Male,4.39,3,high,3,3,3
E-1905,Julia Okafor,Engineering ,Engineering Lead,11/12/2019,N/A,-1,53,Female,6.79,3,3,3,3,2
E-2480,Li Haddad,Sal3s,Sales Manager,2024/01/24,N/A,7206,54,Male,2.67,3,3,high,3,3
E-1922,Sven Santos,Engineering ,Engineering Lead,2017-10-20,NULL,"5,901.00",30,Male,8.93,3,3,3,3,3
E-2049,  priya GARCIA ,sales ,Account Executive,2023-12-11,25 Sep 2026,"$5,708",40,Female,2.79,3,3,3,2,3
E-1167,Hana Chen,Engineering ,Software Engineer,2023-12-15,NULL,6089,36,Male,2.78,3,2,3,2,6
E-1744,UMAR Osei,Eng.,Support Engineer,14/06/2024,2026/09/25,5300,23,Female,2.28,3,3,2,3,2
E-1358,  talia KIM ,engineering,QA Analyst,2024-04-17,2026/09/25,"$6,379",33,Female,2.44,2,2,3,3,2
E-1066,James Novak,Eng.,Software Engineer,2022-01-09,2026/09/25,5073,23,Male,4.71,5,3,3,2,2
E-1449,TALIA Haddad,Engineering ,QA Analyst,2024-09-06,NULL,-1,36,Female,2.05,3,3,2,3,2
E-1975,Omar Okafor,Eng.,Engineering Manager,2024/04/06,NULL,"$7,576",35,Male,2.47,medium,3,3,3,3
E-2283,Sofia Okafor,Sal3s,Account Executive,06/04/2022,N/A,"$6,153",31,Female,4.47,3,high,3,2,3
E-1756,Sven Weber,engineering,Support Engineer,18 Feb 2026,25 Sep 2026,5688,38,Male,0.6,3,3,2,3,3
E-1763,Okafor Popescu,Eng.,Support Engineer,25/12/2021,N/A,7210,44,Female,4.75,3,3,3,3,2
E-1375,  oscar NOVAK ,Engineering ,QA Analyst,2025/11/15,2026/09/25,"$5,942",19,Male,0.86,3,3,3,2,3
E-2065,  emma ANDERSSON ,Sales,Account Executive,2020/09/14,25 Sep 2026,"$5,991",26,Female,6.03,2,2,n/a,3,3
E-1112,Talia Haddad,Engineering ,Software Engineer,10 Sep 2020,N/A,7659,26,Male,6.04,high,3,2,2,3
E-1683,Nadia Okafor,engineering,Data Engineer,2014/04/28,NULL,7285,36,Female,12.41,3,3,0,3,3
E-2369,Kenji Silva,sales ,Sales Development Rep,23 Nov 2023,2026/09/25,5271,42,Female,2.84,3,3,3,2,3
E-1645,QUINN Farah,Eng.,Data Engineer,2011-12-18,,7263,23,Female,14.77,3,3,3,2,3
E-2043,Ivan Popescu,sales ,Account Executive,25 Jun 2024,25/09/2026,5768,24,Male,2.25,high,3,2,2,3
E-1011,Hana Santos,HR,HR Partner,2022-07-18,NULL,4899,58,Female,4.19,0,3,2,3,3
E-1329,Carlos Kaur,engineering,Software Engineer,7 Feb 2020,N/A,-1,29,Female,6.63,3,2,3,medium,2
E-1982,Sven Silva,Eng.,Engineering Manager,29/02/2020,,6724,45,Female,6.57,3,n/a,3,3,3
E-1361,EMMA Silva,Eng.,QA Analyst,2024/08/08,25/09/2026,"$5,707",27,Male,2.13,3,2,3,3,3
E-1241,Yusuf Lindgren,Eng.,Software Engineer,10/09/2020,N/A,6901,37,Female,6.04,2,3,3,3,3
E-1134,Hana Weber,Eng.,Software Engineer,26 Feb 2020,,"$8,249",32,Female,6.58,3,3,3,2,2
E-1697,Li Smith,Eng.,Data Engineer,23/11/2023,,"$7,552",35,Male,2.84,3,3,3,3,3
E-2272,Umar Kowalski,Sal3s,Account Executive,2020-02-04,,6184,40,Male,6.64,2,3,n/a,2,3
E-1605,Ivan Nair,Engineering ,Data Engineer,2022/01/20,2026/09/25,"$6,552",39,Male,4.68,3,2,2,3,3
E-1319,Lara Wei,Engineering ,Software Engineer,11 Nov 2025,,6628,27,Male,0.87,2,3,3,2,3
E-1463,Emma Nair,Engineering ,QA Analyst,15 Nov 2016,N/A,6761,38,Female,9.86,3,n/a,3,3,n/a
E-2462,ANNA Wei,sales ,Sales Manager,2018/03/08,NULL,"$4,742",54,Female,8.55,3,2,3,high,n/a
E-1053,Petra Chen,human resources ,HR Manager,2005-09-21,NULL,5025,26,Female,21.01,3,3,3,2,3
E-1295,Tomas Rossi,Engineering ,Software Engineer,2021-10-02,,7773,34,Male,4.98,3,3,3,3,3
E-1174,  paul SILVA ,engineering,Software Engineer,2021-09-28,NULL,7522,35,Male,4.99,3,2,2,3,3
E-1485,Mei Smith,Eng.,QA Analyst,2020-03-30,NULL,6945,42,Male,6.49,2,3,medium,3,3
E-1116,  okafor NOVAK ,Eng.,Software Engineer,2008/10/24,,6844,53,Female,17.92,3,n/a,5,2,2
E-2194,Lara Smith,sales ,Account Executive,2026/07/21,N/A,"$5,248",34,Female,0.18,3,3,2,high,3
E-1644,Fatima Weber,engineering,Data Engineer,17 Apr 2022,N/A,7349,29,Male,4.44,3,3,3,high,2
E-1580,Lucas Weber,Engineering ,QA Analyst,09/08/2022,N/A,"$5,763",35,Male,4.13,n/a,3,n/a,3,2
E-2245,James Okafor,Sales,Account Executive,22 Jun 2022,,7328,33,Female,4.26,3,3,3,2,3
E-2208,Fatima Ivanov,Sales,Account Executive,2024-03-04,,-1,19,Male,2.56,3,3,3,0,3
E-1389,  mei WEBER ,Eng.,QA Analyst,21/09/2026,2026/09/25,5691,34,Female,0.01,2,3,2,high,3
E-1901,  priya HADDAD ,engineering,Engineering Lead,24 May 2018,N/A,"$7,280",52,Male,8.34,2,3,3,3,2
E-1585,FATIMA Okafor,engineering,QA Analyst,2018-07-29,N/A,6553,46,Male,8.16,0,3,3,3,2
E-1026,CARLOS Smith,Human Resources,HR Partner,2014/04/28,NULL,"5,402.00",37,Female,12.41,high,n/a,2,3,3
E-2495,Igor Nair,Sal3s,Sales Manager,2014-02-11,NULL,6412,43,Female,12.62,3,3,3,3,n/a
E-1068,Mei Popescu,engineering,Software Engineer,14 Dec 2025,2026-09-25,"$6,137",40,Female,0.78,3,3,3,2,3
E-1311,  david O'BRIEN ,engineering,Software Engineer,3 Apr 2022,N/A,7527,38,Male,4.48,3,5,3,2,3
E-1532,  james IVANOV ,Engineering ,QA Analyst,2021-10-09,NULL,7884,33,Male,4.96,n/a,2,3,3,3
E-2045,Julia Silva,Sales,Account Executive,12 Jan 2026,2026-09-25,"5,512.00",29,Male,0.7,3,2,2,2,3
E-2472,  li POPESCU ,Sales,Sales Manager,03/09/2020,N/A,6618,55,Male,6.06,3,n/a,3,high,3
E-1013,Carlos Andersson,human resources ,HR Partner,2012/11/18,NULL,4853,53,Female,13.85,3,high,2,3,2
E-2013,Igor Rossi,Eng.,Engineering Manager,09/08/2018,N/A,6847,53,Male,8.13,3,3,3,3,3
E-1902,Fatima Diallo,engineering,Engineering Lead,18 Jul 2022,N/A,7914,54,Female,4.19,3,3,2,3,3
E-1542,MIGUEL Kaur,engineering,QA Analyst,2 Jan 2024,,"7,078.00",49,Male,2.73,3,2,3,3,2
E-1289,  john SMITH ,engineering,Software Engineer,2014/07/29,,6136,46,Female,12.16,3,2,3,3,2
E-1070,Umar Nair,Eng.,Software Engineer,2012/09/03,2026-09-25,6556,26,Male,14.06,n/a,2,3,3,n/a
E-1951,Grace Rossi,Engineering ,Engineering Lead,17/10/2025,N/A,"6,952.00",59,Male,0.94,2,2,2,3,2
E-1251,JAMES Duarte,engineering,Software Engineer,2006/03/19,N/A,8534,24,Male,20.52,3,3,3,3,3
E-1384,Priya Weber,Engineering ,QA Analyst,2026/01/16,2026-09-25,"$5,416",42,Male,0.69,2,2,3,3,3
E-1505,Noah Nakamura,Eng.,QA Analyst,2018-06-22,,"$6,956",23,Male,8.26,2,2,2,2,3
E-1063,  noah OSEI ,Eng.,Software Engineer,5 Aug 2026,2026/09/25,5173,24,Male,0.14,3,3,3,2,3
E-1446,  paul KAUR ,engineering,QA Analyst,2024-04-02,NULL,"$6,511",52,Female,2.48,2,3,3,3,3
E-1481,Emma Osei,Eng.,QA Analyst,2017/10/09,N/A,-1,45,Female,8.96,3,2,2,n/a,3
E-1348,Oscar O'Brien,Eng.,QA Analyst,2026-03-15,2026/09/25,5573,20,Male,0.53,medium,3,2,n/a,2
E-2200,  fatima KOWALSKI ,Sales,Account Executive,07/12/2025,,6795,54,Female,0.8,3,2,3,3,3
E-1777,Hana Kowalski,engineering,Support Engineer,2022-08-01,,"6,892.00",55,Female,4.15,n/a,high,3,2,3
E-1670,Julia Santos,Eng.,Data Engineer,2022/06/11,,7476,29,Male,4.29,2,3,3,3,high
E-1079,  james SANTOS ,Eng.,Software Engineer,2024/08/23,25/09/2026,5917,20,Male,2.09,3,3,3,3,3
E-1262,  maria CHEN ,Engineering ,Software Engineer,5 Aug 2015,,"6,308.00",20,Female,11.14,3,2,3,3,high
E-1591,Noah Kim,engineering,Data Engineer,2017-02-10,25/09/2026,"6,197.00",49,Male,9.62,3,3,3,3,3
E-2192,Zoe Lindgren,sales ,Account Executive,2007/08/27,N/A,6787,45,Female,19.08,2,3,3,medium,2
E-1423,  priya DIALLO ,Engineering ,QA Analyst,2023/10/03,,5857,58,Male,2.98,3,3,6,3,2
E-1937,  hana KIM ,engineering,Engineering Lead,30/08/2018,,-1,23,Male,8.07,3,2,3,3,3
E-1689,Umar Lindgren,Engineering ,Data Engineer,2022/03/04,NULL,7106,37,Male,4.56,3,high,3,n/a,3
E-1168,Miguel Okafor,Eng.,Software Engineer,02/10/2021,NULL,7497,26,Female,4.98,3,2,3,3,3
E-1846,  priya O'BRIEN ,engineering,Support Engineer,28/04/2024,N/A,"$6,973",57,Female,2.41,2,2,3,3,3
E-1654,  vera KAUR ,engineering,Data Engineer,24/07/2020,NULL,7605,33,Male,6.17,5,3,2,3,3
E-2296,FATIMA Weber,sales ,Account Executive,12/08/2024,NULL,6383,41,Female,2.12,3,3,3,3,2
E-1892,Tomas Kowalski,Engineering ,Engineering Lead,17 Oct 2021,NULL,7128,44,Female,4.94,3,3,3,3,2
E-2141,PRIYA Silva,Sal3s,Account Executive,2024/01/13,N/A,"6,478.00",34,Male,2.7,high,high,3,3,2
E-2205,ROSA Andersson,sales ,Account Executive,2021-12-25,N/A,"$6,532",26,Male,4.75,2,3,3,3,3
E-1676,  aisha OSEI ,Eng.,Data Engineer,25/07/2022,N/A,-1,54,Male,4.17,3,3,2,2,3
E-1159,Priya Popescu,Eng.,Software Engineer,21/09/2020,NULL,6999,47,Female,6.01,3,3,3,high,2
E-1001,Zoe Diallo,Human Resources,HR Partner,2024/03/08,2026/09/25,"3,782.00",39,Female,2.55,3,2,5,3,2
E-2422,Rosa Wei,Sales,Sales Development Rep,17/10/2021,,6723,32,Male,4.94,2,3,2,3,3
E-1536,Nadia Santos,engineering,QA Analyst,2026-04-17,NULL,7004,39,Male,0.44,3,6,3,2,n/a
E-1524,MARIA Rossi,Eng.,QA Analyst,9 May 2020,,7069,32,Female,6.38,2,3,2,2,2
E-1504,Tomas Kaur,Eng.,QA Analyst,29/12/2025,NULL,"6,539.00",37,Male,0.74,3,3,6,3,medium
E-2345,Vera Garcia,sales ,Account Executive,2022/02/11,N/A,"6,561.00",33,Male,4.62,3,2,3,3,3
E-1017,Wei Weber,Human Resources,HR Partner,04/06/2022,N/A,"$5,360",43,Female,4.31,2,3,6,3,3
E-2297,Tomas Kim,Sales,Account Executive,6 Oct 2021,N/A,6760,28,Male,4.97,3,2,3,2,2
E-2491,Lucas Weber,sales ,Sales Manager,19 Mar 2026,,6074,28,Male,0.52,n/a,high,3,3,2
E-2481,LUCAS Smith,Sales,Sales Manager,04/08/2008,,6512,43,Female,18.14,3,2,5,2,2
E-2496,Vera Kim,Sal3s,Sales Manager,2007-05-28,NULL,"$5,672",46,Male,19.33,n/a,3,2,3,3
E-2175,LARA Diallo,sales ,Account Executive,05/01/2017,N/A,"5,810.00",27,Male,9.72,2,2,3,3,3
E-2291,Carlos Duarte,sales ,Account Executive,16/01/2026,,6590,38,Female,0.69,3,3,2,3,3
E-2282,  oscar KIM ,Sal3s,Account Executive,13/05/2015,N/A,7227,51,Female,11.37,3,3,2,3,3
E-1144,Talia Osei,Eng.,Software Engineer,31 Jan 2022,NULL,"$6,901",19,Male,4.65,2,3,3,3,3
E-1400,Vera Weber,engineering,QA Analyst,4 Nov 2014,,6913,41,Male,11.89,3,2,3,2,3
E-1302,Noah Diallo,Eng.,Software Engineer,30 Nov 2019,N/A,"6,859.00",37,Male,6.82,3,3,3,2,3
E-2166,MEI Popescu,Sales,Account Executive,7 Feb 2024,,6668,40,Male,2.63,3,3,2,3,3
E-1486,  lucas SILVA ,engineering,QA Analyst,2022/05/09,NULL,6951,42,Male,4.38,medium,3,2,2,2
E-1415,James Chen,Eng.,QA Analyst,18/02/2006,,-1,45,Male,20.6,3,3,6,2,0
E-2168,Okafor Lindgren,Sal3s,Account Executive,18/06/2018,NULL,5487,28,Female,8.27,2,3,3,3,3
E-2270,  grace O'BRIEN ,Sal3s,Account Executive,22/02/2018,,-1,45,Female,8.59,2,3,3,0,3
E-2210,CARLOS Popescu,Sal3s,Account Executive,2021-11-15,NULL,6370,34,Female,4.86,3,high,3,3,3
E-1844,  paul OSEI ,Engineering ,Support Engineer,11 Feb 2024,N/A,7266,41,Male,2.62,high,3,2,3,2
E-1192,PETRA Osei,engineering,Software Engineer,2026/06/26,N/A,5551,56,Male,0.25,3,2,2,2,3
E-1793,Maria Kim,Engineering ,Support Engineer,2024/07/21,N/A,-1,36,Female,2.18,3,2,3,3,2
E-1392,OSCAR Weber,Eng.,QA Analyst,2013-09-21,2026-09-25,7085,33,Female,13.01,3,3,2,3,2
E-1656,  miguel KOWALSKI ,Engineering ,Data Engineer,2026/01/16,NULL,7699,32,Male,0.69,3,3,n/a,2,3
E-1918,Okafor Duarte,engineering,Engineering Lead,2020-03-19,NULL,6720,36,Female,6.52,n/a,2,5,3,2
E-1862,Lucas Wei,Engineering ,Support Engineer,11/12/2023,NULL,6886,30,Female,2.79,2,3,3,3,2
E-2416,Julia Kim,sales ,Sales Development Rep,24 Oct 2019,N/A,"6,498.00",57,Male,6.92,3,2,3,3,3
E-2235,Wei Rossi,sales ,Account Executive,2017/04/24,,5888,47,Male,9.42,2,3,2,3,3
E-2181,  yusuf SANTOS ,Sal3s,Account Executive,2018/07/21,,6151,33,Female,8.18,3,3,3,n/a,3
E-2033,Petra Garcia,Sal3s,Account Executive,9 Aug 2026,25 Sep 2026,5212,31,Male,0.13,2,3,2,3,3
E-1522,Lucas O'Brien,Eng.,QA Analyst,15 Aug 2024,,7015,25,Male,2.11,3,2,3,3,2
E-2017,Hana Diallo,Engineering ,Engineering Manager,18/02/2024,,7155,18,Female,2.6,3,3,2,3,3
E-2360,Talia Garcia,Sal3s,Sales Development Rep,2026/05/13,2026/09/25,5230,36,Female,0.37,n/a,3,2,3,2
E-1430,Sven Nair,Eng.,QA Analyst,2017/07/17,NULL,-1,45,Male,9.19,2,3,medium,3,5
E-1103,ROSA Duarte,Engineering ,Software Engineer,2022/05/02,N/A,6750,27,Male,4.4,3,3,2,3,3
E-1394,  aisha KAUR ,Engineering ,QA Analyst,8 Mar 2022,25/09/2026,"5,873.00",45,Male,4.55,3,0,3,3,3
E-1365,  oscar KAUR ,Engineering ,QA Analyst,2021-10-13,25/09/2026,5350,36,Male,4.95,3,3,high,3,2
E-1939,Fatima Silva,Engineering ,Engineering Lead,2024/03/22,,"5,735.00",61,Male,2.51,3,6,2,3,3
E-2404,Talia Kaur,Sal3s,Sales Development Rep,28 Apr 2017,,6249,41,Female,9.41,3,2,3,2,3
E-1915,Tomas O'Brien,engineering,Engineering Lead,2021-09-28,N/A,-1,54,Male,4.99,3,3,2,3,3
E-1864,Wei Okafor,Eng.,Support Engineer,29/11/2021,N/A,-1,31,Female,4.82,3,n/a,2,2,3
E-1028,Aisha Nakamura,HR,HR Partner,09/01/2024,,4927,49,Female,2.71,3,3,2,3,3
E-2232,Li Smith,Sales,Account Executive,14 Oct 2023,,6093,52,Male,2.95,2,3,n/a,n/a,3
E-1048,Okafor Nakamura,Human Resources,HR Manager,2024-08-15,25/09/2026,5122,31,Male,2.11,3,3,3,6,3
E-2203,Li Santos,Sal3s,Account Executive,01/08/2014,N/A,5787,35,Female,12.15,high,3,3,6,3
E-1352,Talia Garcia,Eng.,QA Analyst,29 Nov 2025,25 Sep 2026,"$6,498",35,Male,0.82,3,high,3,2,2
E-1256,OMAR Popescu,engineering,Software Engineer,20 May 2022,,"8,172.00",31,Male,4.35,3,3,3,3,n/a
E-1948,Lucas Osei,Eng.,Engineering Lead,2007-10-14,NULL,"7,221.00",43,Male,18.95,3,3,3,3,3
E-2164,Hana Okafor,Sal3s,Account Executive,07/07/2015,,5491,46,Female,11.22,2,3,2,high,3
E-1482,DAVID Diallo,Eng.,QA Analyst,2018/04/03,,"7,240.00",46,Male,8.48,3,3,3,3,2
E-2331,Fatima Silva,Sal3s,Account Executive,2020-05-31,,"6,913.00",44,Male,6.32,2,3,3,5,n/a
E-2444,Wei O'Brien,sales ,Sales Development Rep,2017/01/12,,-1,29,Male,9.7,2,3,3,3,3
E-2388,Nadia Novak,Sal3s,Sales Development Rep,2020-09-24,NULL,-1,38,Male,6.0,2,3,3,3,3
E-2112,Julia Silva,sales ,Account Executive,27/08/2017,NULL,6132,36,Female,9.08,2,2,3,3,3
E-1081,JULIA Novak,engineering,Software Engineer,2021/11/15,25 Sep 2026,"$5,327",27,Female,4.86,3,3,3,2,3
E-1534,Zoe Popescu,Eng.,QA Analyst,01/03/2022,NULL,"7,299.00",27,Female,4.57,2,3,2,3,3
E-2379,Priya Diallo,sales ,Sales Development Rep,3 Apr 2022,2026-09-25,5607,34,Male,4.48,2,3,3,3,3
E-1899,  fatima SANTOS ,Eng.,Engineering Lead,2024/08/01,NULL,"$6,286",44,Male,2.15,2,3,3,3,2
E-1750,WEI Osei,Eng.,Support Engineer,08/03/2026,25 Sep 2026,6247,22,Female,0.55,3,medium,3,high,3
E-2127,Rosa Kim,Sal3s,Account Executive,2021-10-24,,-1,49,Male,4.92,3,3,high,2,2
E-2127,ROSA KIM,Sal3s,Account Executive,2021-10-24,,-1,49,Male,4.92,3,3,high,2,2
E-1801,  rosa NAIR ,engineering,Support Engineer,04/11/2017,NULL,7391,35,Female,8.89,3,2,3,3,n/a
E-1271,Aisha Smith,engineering,Software Engineer,2026/07/10,N/A,"$6,742",50,Female,0.21,2,2,3,n/a,3
E-1315,  yusuf ANDERSSON ,engineering,Software Engineer,07/02/2026,NULL,-1,40,Male,0.63,3,3,3,3,3
E-2467,Kenji Novak,sales ,Sales Manager,19 Mar 2024,NULL,6420,64,Female,2.52,high,2,2,3,3
E-1515,Hana Novak,engineering,QA Analyst,17/04/2017,,"6,626.00",56,Male,9.44,3,2,3,n/a,3
E-2448,  maria WEI ,Sal3s,Sales Development Rep,09/01/2024,,5579,36,Female,2.71,3,2,2,2,3
E-2328,KENJI Santos,Sal3s,Account Executive,7 Jun 2018,NULL,"6,424.00",28,Female,8.3,3,3,3,3,3
E-1740,QUINN Kaur,engineering,Support Engineer,2024/05/23,2026/09/25,5642,31,Male,2.34,3,3,0,2,2
E-1929,  talia SILVA ,Eng.,Engineering Lead,7 Feb 2024,N/A,-1,30,Male,2.63,3,3,3,3,3
